100.0
1000
74.67,81.97
43.54,49.56
8.98,93.97
68.31,83.47
81.55,27.53
76.85,88.53
18.41,94.26
66.15,13.12
97.13,79.06
51.68,13.34
35.49,41.17
0.92,89.69
45.94,40.14
85.25,89.98
41.96,24.69
86.26,55.27
64.26,13.29
50.48,16.15
53.83,90.51
72.31,30.34
36.70,40.53
99.50,89.53
0.86,40.21
97.36,13.12
39.75,38.27
78.65,89.87
8.49,54.00
4.52,24.27
89.52,39.34
88.34,94.21
91.97,61.55
89.48,28.60
15.99,80.11
66.42,69.28
97.45,11.16
70.29,90.45
10.92,95.59
98.43,10.22
49.90,12.71
95.32,44.34
21.82,10.38
83.43,19.81
92.41,54.83
30.19,87.54
89.18,38.33
8.71,47.35
26.88,21.58
90.00,26.25
49.23,28.89
12.09,31.25
90.67,59.15
7.55,31.93
49.46,22.99
35.18,14.55
29.14,67.85
53.76,89.57
49.31,6.24
96.24,27.53
48.66,19.88
51.34,44.35
3.05,72.59
36.04,56.43
60.05,28.20
47.49,78.50
47.35,36.08
15.31,42.55
47.09,16.93
36.95,74.94
40.72,53.68
67.26,80.80
19.85,68.69
51.20,49.28
27.01,47.21
33.75,11.90
37.77,49.19
54.84,56.92
20.33,36.99
38.49,27.25
12.02,34.52
15.37,6.82
33.67,25.38
75.95,30.76
22.07,91.59
37.06,38.65
98.40,92.90
19.38,26.69
6.27,86.94
75.21,44.84
46.94,94.92
76.50,27.66
10.97,24.49
71.69,44.33
55.97,71.73
46.35,1.98
8.24,37.51
77.73,39.53
72.27,10.06
55.86,4.39
16.78,85.25
55.16,13.16
68.57,18.66
79.62,59.48
85.78,29.59
71.81,46.72
1.71,6.09
71.38,91.78
26.59,92.13
32.47,67.00
70.26,73.50
60.78,21.73
1.88,17.11
11.07,52.57
93.88,60.23
93.80,71.68
7.15,90.46
75.32,56.57
61.88,5.26
20.61,51.05
4.24,90.58
19.71,27.75
22.93,12.29
59.04,14.78
91.64,70.99
48.02,36.15
13.45,31.39
87.45,14.20
21.51,0.42
71.15,35.20
46.80,95.11
45.42,84.53
97.89,10.64
11.49,16.84
10.63,71.88
45.76,38.04
16.16,27.48
29.67,41.31
44.53,24.72
26.33,57.09
28.31,85.38
14.92,48.26
95.42,88.03
95.27,6.21
43.93,50.88
4.81,80.73
72.74,0.34
48.15,7.26
1.51,5.47
25.54,78.84
50.92,56.08
60.40,46.87
70.02,63.12
68.80,24.58
91.21,64.04
83.75,10.41
65.43,22.94
46.10,44.57
80.28,25.55
0.08,61.36
91.86,82.39
86.76,2.26
7.70,70.26
11.19,10.51
42.29,61.31
70.36,36.31
29.77,12.34
68.02,43.95
18.51,12.27
9.88,26.74
91.77,15.08
67.93,4.05
55.01,17.60
26.40,95.56
6.00,76.66
73.31,42.58
56.74,98.51
81.43,73.37
7.87,75.18
30.40,90.09
85.35,86.61
57.87,88.80
37.26,35.61
91.44,10.65
53.74,33.30
5.68,62.20
17.49,6.69
68.98,36.25
13.72,57.43
93.12,10.36
29.04,60.66
75.70,99.76
46.46,56.58
29.76,93.85
0.49,53.68
28.30,10.79
90.57,32.30
52.16,63.69
63.66,9.81
18.98,43.52
67.56,4.82
88.28,88.84
45.54,16.51
83.02,30.59
89.43,17.59
41.61,71.30
94.01,44.51
15.97,82.34
58.11,56.91
61.03,80.45
59.74,29.89
18.96,75.28
91.64,37.23
87.47,63.11
81.53,81.40
75.70,79.28
36.77,27.38
93.37,11.18
47.34,0.74
89.59,17.28
52.67,18.22
55.82,93.35
28.23,28.80
34.54,76.88
75.76,56.92
29.67,82.58
7.62,55.78
97.97,17.91
0.08,98.56
11.35,35.97
52.90,57.92
19.54,45.00
33.37,50.09
9.57,8.69
1.93,48.92
54.06,39.51
13.17,7.35
63.88,8.57
61.44,58.87
12.20,69.71
93.18,10.33
77.10,23.01
39.81,78.42
57.39,23.57
34.21,67.18
52.65,74.87
61.35,31.47
62.56,33.15
59.85,22.28
52.77,88.92
34.36,63.76
55.14,84.85
61.34,68.82
18.64,75.62
70.36,60.75
3.80,34.48
61.62,31.28
18.49,63.66
76.59,32.32
25.64,71.56
73.14,68.12
14.63,38.13
69.17,27.31
17.09,1.73
9.41,70.20
65.41,65.79
79.08,65.85
37.24,41.54
34.79,55.21
3.27,14.21
48.37,2.30
96.96,44.78
62.56,83.52
54.64,96.25
38.66,56.65
32.51,4.42
35.85,45.95
92.99,96.73
99.47,77.36
66.95,99.31
51.24,98.65
40.84,62.78
68.30,23.53
87.97,79.87
9.81,45.69
61.81,64.58
0.10,79.16
95.74,11.74
5.45,94.57
8.75,58.06
48.07,37.57
99.06,21.77
85.10,35.20
19.00,6.29
43.31,18.76
63.61,15.22
40.74,17.65
72.59,41.16
45.36,7.61
40.59,58.51
17.91,28.99
54.72,71.98
61.08,25.81
29.34,46.62
50.48,94.84
88.28,72.66
54.08,75.50
52.56,99.18
56.51,55.77
27.48,4.04
91.87,17.37
47.43,54.55
54.83,94.07
28.71,53.21
3.15,71.18
1.38,55.88
87.30,11.28
39.50,96.13
42.39,51.63
85.80,48.40
56.32,81.86
71.72,15.61
84.03,77.41
66.45,32.00
12.49,33.33
49.95,30.82
93.50,16.32
93.80,38.33
52.12,28.34
51.10,20.44
47.45,54.40
2.15,26.48
9.39,49.10
76.17,45.70
0.23,1.91
70.68,16.39
52.88,9.38
20.42,5.18
19.23,74.09
25.26,4.20
21.34,44.74
32.64,78.00
35.93,9.56
84.37,28.56
58.26,56.09
79.79,36.84
85.31,14.28
77.67,82.23
30.31,7.23
57.93,37.76
30.60,43.89
90.75,87.84
39.08,1.55
15.45,18.11
95.84,62.46
14.59,82.24
61.15,88.46
79.56,59.48
53.34,40.40
3.21,78.36
76.12,74.79
2.30,97.06
38.47,79.46
68.08,98.84
67.41,41.65
66.67,82.30
88.91,77.80
62.69,0.51
5.56,92.09
19.34,30.30
30.74,72.83
36.00,33.93
48.88,79.97
20.62,8.69
58.51,24.99
58.03,7.04
21.07,95.45
27.91,49.67
81.68,30.01
46.35,47.14
50.74,7.43
53.53,91.67
34.61,72.88
46.78,80.27
82.49,88.43
62.96,82.51
72.43,61.22
46.99,72.21
94.33,72.14
4.62,0.52
99.98,0.93
26.36,0.19
81.24,19.22
87.03,75.35
6.14,2.18
70.74,49.44
89.60,91.63
44.51,15.05
0.82,28.45
5.59,53.72
12.28,60.90
57.31,71.16
76.88,26.58
25.92,24.08
79.16,0.68
17.37,98.32
44.11,0.75
26.72,34.82
2.77,39.11
55.46,90.13
7.81,18.24
62.22,60.86
64.00,71.21
70.99,97.93
88.96,59.91
87.67,85.77
47.36,56.86
30.35,63.97
8.41,53.16
61.98,24.40
60.86,54.56
24.74,25.83
82.27,50.47
14.85,29.40
0.07,66.64
3.73,73.64
0.86,41.22
6.89,75.72
41.19,95.97
25.35,66.59
88.37,9.78
36.23,42.26
72.91,39.86
88.77,40.73
65.60,77.73
70.07,34.74
1.81,71.37
40.72,64.24
62.95,93.14
4.88,18.99
91.05,83.46
71.45,22.25
56.00,54.70
83.49,58.82
17.16,96.41
41.47,37.57
20.97,83.74
22.86,77.52
54.65,53.84
4.89,59.01
32.16,81.89
30.83,87.25
23.23,57.77
20.51,74.05
48.87,37.34
15.52,55.37
57.39,18.06
66.57,27.41
63.88,67.62
15.76,1.85
83.12,16.70
0.36,52.13
10.82,11.70
6.20,46.99
11.55,12.25
28.41,44.88
52.76,9.36
55.51,53.48
84.22,34.88
78.54,42.14
99.14,30.78
41.26,32.05
29.80,47.39
89.74,78.76
23.45,44.06
49.94,4.70
17.04,72.53
60.68,35.72
78.85,33.76
15.63,44.82
13.61,12.22
23.22,8.65
34.00,8.25
75.93,38.26
85.73,8.72
31.60,53.69
76.37,58.75
48.56,34.46
98.28,23.54
83.58,92.42
55.38,57.98
57.18,81.82
0.15,34.07
14.32,82.50
62.39,11.32
59.97,66.46
4.63,73.71
29.27,85.57
70.18,98.37
59.43,98.51
99.62,65.58
66.85,89.16
78.81,67.74
97.02,14.99
47.34,25.41
7.05,64.21
40.38,73.07
61.01,93.58
58.39,33.85
66.99,64.74
59.87,63.06
61.18,96.28
49.92,3.71
49.37,1.54
94.28,63.46
48.83,87.11
22.60,92.46
34.91,46.28
97.44,13.91
85.61,93.10
16.29,35.35
34.74,47.82
82.62,47.51
89.74,2.60
29.00,99.68
43.75,67.34
0.39,26.03
13.03,20.12
9.08,85.36
60.96,63.88
53.78,68.56
27.31,21.75
55.27,22.45
67.94,86.99
98.17,36.66
23.84,80.43
84.47,40.84
81.18,58.12
98.12,63.73
53.95,55.10
51.95,12.56
19.59,47.32
38.42,41.61
64.79,62.94
33.76,92.12
52.98,77.03
11.54,2.21
8.44,78.78
6.11,5.18
22.66,9.47
28.90,57.15
27.93,30.90
81.52,61.11
50.18,99.28
28.08,83.22
48.88,87.25
86.49,89.59
75.03,18.21
73.36,66.62
29.97,51.38
90.41,26.93
87.67,83.25
71.72,43.80
51.02,12.04
20.50,2.21
48.49,45.03
51.70,1.86
42.05,15.78
22.63,98.85
9.09,18.09
77.30,26.33
81.92,56.52
52.63,91.88
76.63,59.64
94.20,9.33
19.93,1.37
8.01,86.39
87.38,28.37
30.61,55.83
99.11,96.71
34.71,7.43
80.55,80.16
99.91,51.09
84.48,23.82
68.77,16.85
88.21,82.12
77.55,77.02
25.02,98.04
97.65,57.46
82.57,51.69
49.17,90.46
2.65,30.74
50.86,49.90
46.38,52.50
52.52,1.16
46.92,98.18
54.91,92.48
57.74,3.46
60.27,12.50
18.79,86.31
12.00,39.64
5.02,82.94
75.92,12.66
92.14,5.90
87.60,59.19
73.26,34.47
40.30,29.26
86.37,96.81
16.32,93.80
67.72,5.77
70.71,85.37
28.78,65.87
61.17,77.17
65.84,77.64
80.06,19.70
50.07,27.24
85.67,80.21
13.54,64.40
48.26,58.82
41.70,39.56
23.81,87.67
6.86,92.52
43.15,54.53
28.31,58.97
57.54,30.58
24.96,89.03
13.19,23.99
34.05,52.10
36.46,24.86
5.54,36.45
99.22,55.69
46.09,38.33
99.67,91.57
78.63,75.80
37.49,69.06
4.01,55.18
84.41,59.15
99.86,64.31
51.34,40.65
68.34,66.30
31.25,73.01
49.09,19.57
53.65,34.78
47.09,55.93
20.67,62.92
85.52,6.70
7.49,1.48
83.50,79.15
0.76,43.52
75.32,50.12
17.04,29.69
33.70,61.91
90.80,48.44
32.66,76.72
46.24,68.63
87.68,70.16
70.50,23.30
40.26,21.89
87.33,55.06
12.19,92.00
89.59,28.09
40.54,55.20
26.53,9.58
19.02,2.25
57.72,24.24
13.12,7.27
79.17,89.60
87.20,3.34
99.18,46.82
80.10,4.50
91.59,12.13
92.60,61.78
82.40,87.26
4.67,43.36
31.89,83.97
23.51,84.37
58.95,36.92
74.44,60.76
17.04,2.55
85.64,3.21
71.68,66.96
85.34,82.27
48.41,15.00
25.15,63.75
17.02,44.96
67.08,54.74
53.10,48.48
23.12,34.89
70.91,13.48
16.30,94.97
53.29,49.73
40.03,85.41
13.37,81.15
28.28,11.13
10.92,96.54
13.80,95.78
11.35,1.65
43.37,78.53
19.88,69.20
39.84,99.52
44.62,40.81
49.08,76.36
43.11,94.77
86.65,73.26
84.54,57.44
3.82,17.06
16.67,1.98
25.47,19.59
60.43,48.18
73.37,24.99
68.35,49.80
77.59,11.92
73.27,31.64
96.07,46.00
22.72,17.47
7.68,95.46
41.57,72.51
17.75,94.55
90.20,68.82
16.74,63.36
89.17,70.76
62.33,70.04
62.26,29.01
13.27,52.38
9.61,66.40
29.34,98.94
59.98,36.26
65.94,26.98
67.04,35.31
34.03,84.46
8.43,56.72
66.59,46.13
18.26,76.35
31.46,70.29
33.85,75.27
56.76,31.90
65.72,15.25
90.23,50.10
6.18,0.09
96.48,84.06
76.33,75.67
7.20,79.44
74.01,44.00
78.81,9.73
25.65,92.75
78.89,71.71
64.27,70.38
18.51,62.25
52.39,69.60
70.89,84.79
44.02,16.58
68.54,8.48
33.01,2.17
51.01,29.95
66.42,32.73
42.75,68.59
10.97,22.70
77.43,59.80
48.32,98.87
48.37,97.46
40.63,37.39
57.68,16.79
51.63,8.11
56.79,1.98
30.49,58.49
19.57,48.95
65.81,29.06
66.16,13.16
95.41,56.31
60.05,24.53
13.63,84.97
34.25,57.44
52.81,81.43
63.02,2.17
27.64,12.93
85.21,96.14
22.41,32.69
2.12,38.22
69.43,90.65
18.63,27.31
14.39,71.08
69.48,37.87
89.10,43.94
74.52,69.04
15.65,5.20
96.48,81.72
47.07,72.65
32.59,68.45
9.11,98.52
57.55,84.45
45.65,58.06
49.52,5.44
85.48,73.79
72.94,67.20
42.46,39.54
62.57,85.40
32.74,15.17
51.57,50.31
43.13,73.39
13.14,39.90
12.59,93.27
39.98,98.12
95.42,11.74
68.82,79.68
59.05,63.68
68.27,72.36
32.09,64.48
47.30,68.89
58.71,14.19
9.19,75.85
34.79,31.97
70.87,14.93
97.54,61.25
91.37,93.13
16.20,21.53
4.79,92.78
83.92,20.98
32.56,59.68
42.72,85.57
58.30,48.24
82.80,5.12
84.11,16.31
44.93,44.24
51.52,48.92
20.58,17.35
2.59,30.43
88.13,80.51
76.99,77.40
45.59,50.36
89.54,90.82
0.23,20.51
9.19,85.56
53.95,8.99
65.43,7.51
79.22,37.16
40.69,54.17
15.45,9.94
68.83,73.45
27.48,39.83
48.33,27.01
